,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
625,Lepidotheca suaveolens,tunbalderbrå,7,Lepidotheca suaveolens,134111,100727,Lepidotheca suaveolens,(Pursh) Nutt.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Lepidotheca,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Lepidotheca,tunbalderbrå,tunbalderbrå,,5391095
626,Lepraria,(blank),1,Lepraria,52722,76749,Lepraria,,genus,,,Lav,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae sedis,,,,,Fungi Ascomycota Pezizomycotina Dothideomycetes Pleosporales Incertae sedis,,,,8590518
627,Lepraria membranacea,rosettmellav,1,Lepraria membranacea,52746,76773,Lepraria membranacea,(Dicks.) Vain.,species,,,Lav,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae sedis,Lepraria,,,,Fungi Ascomycota Pezizomycotina Dothideomycetes Pleosporales Incertae sedis Lepraria,rosettmellav,,,8191827
628,Leproplaca chrysodeta,(blank),1,Leproplaca chrysodeta,161938,97728,Leproplaca chrysodeta,(Räsänen) J.R. Laundon,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Leproplaca,,,,10657796
629,Leproplaca cirrochroa,ringoransjelav,2,Leproplaca cirrochroa,104658,145066,Leproplaca cirrochroa,(Ach.) Arup et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Leproplaca,,,,7380493
630,Leptogium cyanescens,blyhinnelav,1,Leptogium cyanescens,54037,78064,Leptogium cyanescens,(Rabenh.) Körber,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Leptogium,blyhinnelav,,,2601012
631,Leucanthemum vulgare,prestekrage,10,Leucanthemum vulgare,134124,100731,Leucanthemum vulgare,Lam.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Leucanthemum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Leucanthemum,prestekrage,prestekrage,,8848598
632,Leucobryum glaucum,blåmose,3,Leucobryum glaucum,184444,104252,Leucobryum glaucum,(Hedw.) Ångstr.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Leucobryum,,,,Plantae Bryophyta Bryopsida Dicranales Leucobryaceae Leucobryum,blåmose,blåmose,,2675719
633,Leymus arenarius,strandrug,4,Leymus arenarius,134129,100088,Leymus arenarius,(L.) Hochst.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Leymus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Leymus,strandrug,strandrug,,2706368
634,Lichina confinis,dvergtanglav,2,Lichina confinis,51537,75564,Lichina confinis,(O.F. Müll.) Agardh,species,,,Lav,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lichina,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Lichina,dvergtanglav,,,2587057
635,Lichina pygmaea,havtanglav,2,Lichina pygmaea,51538,75565,Lichina pygmaea,(Lightf.) Agardh,species,,,Lav,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lichina,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Lichina,havtanglav,,,2587059
636,Ligusticum scothicum,strandkjeks,3,Ligusticum scothicum,134153,100339,Ligusticum scothicum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Ligusticum,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Ligusticum,,,,3034798
637,Ligustrum vulgare,liguster,1,Ligustrum vulgare,62372,102412,Ligustrum vulgare,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Oleaceae,Ligustrum,,,,Plantae Magnoliophyta Eudicots Lamiales Oleaceae Ligustrum,liguster,liguster,,3172300
638,Limonium humile,strandrisp,2,Limonium humile,134166,101637,Limonium humile,Mill.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Plumbaginaceae,Limonium,,,,Plantae Magnoliophyta Eudicots Caryophyllales Plumbaginaceae Limonium,strandrisp,strandrisp,,4088825
639,Limosella aquatica,evjebrodd,1,Limosella aquatica,62541,102581,Limosella aquatica,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Scrophulariaceae,Limosella,,,,Plantae Magnoliophyta Eudicots Lamiales Scrophulariaceae Limosella,evjebrodd,evjebrodd,,3172211
640,Linaria vulgaris,lintorskemunn,15,Linaria vulgaris,144836,102521,Linaria vulgaris,Mill.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Linaria,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Linaria,lintorskemunn,lintorskemunn,,5415020
641,Linnaea borealis,linnea,8,Linnaea borealis,61703,101743,Linnaea borealis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Linnaea,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Linnaea,linnea,linnea,,5334220
642,Linum catharticum,vill-lin,11,Linum catharticum,62745,102785,Linum catharticum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Malpighiales,Linaceae,Linum,,,,Plantae Magnoliophyta Eudicots Malpighiales Linaceae Linum,vill-lin,vill-lin,,2873865
643,Lobothallia praeradiosa,steppeskiferlav,1,Lobothallia praeradiosa,45693,69720,Lobothallia praeradiosa,(Nyl.) Hafellner,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hymeneliaceae,Lobothallia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Hymeneliaceae Lobothallia,steppeskiferlav,,,2600251
644,Lobothallia radiosa,kalkskiferlav,1,Lobothallia radiosa,45694,69721,Lobothallia radiosa,(Hoffm.) Hafellner,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Hymeneliaceae,Lobothallia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Hymeneliaceae Lobothallia,kalkskiferlav,,,3412864
645,Loeskypnum badium,messingmose,3,Loeskypnum badium,183068,104606,Loeskypnum badium,(Hartm.) H.K.G.Paul,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Calliergonaceae,Loeskypnum,,,,Plantae Bryophyta Bryopsida Hypnales Calliergonaceae Loeskypnum,messingmose,massingmose,,2681643
646,Lolium perenne,raigras,2,Lolium perenne,60051,100091,Lolium perenne,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Lolium,,,,Plantae Magnoliophyta Monocots Poales Poaceae Lolium,raigras,raigras,,2706241
647,Lonicera periclymenum,vivendel,5,Lonicera periclymenum,61677,101717,Lonicera periclymenum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Lonicera,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Lonicera,vivendel,vivendel,,5334277
648,Lonicera xylosteum,leddved,2,Lonicera xylosteum,61679,101719,Lonicera xylosteum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Lonicera,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Lonicera,leddved,leddved,,5334259
649,Lophocolea heterophylla,stubbeblonde,1,Lophocolea heterophylla,184548,105173,Lophocolea heterophylla,(Schrad.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophocoleaceae Lophocolea,stubbeblonde,stubbeblonde,,4276912
650,Lophozia ventricosa,grokornflik,5,Lophozia ventricosa,184664,105328,Lophozia ventricosa,(Dicks.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,grokornflik,grokornflik,,2689212
651,Lophozia wenzelii,skeiflik,1,Lophozia wenzelii,200391,105329,Lophozia wenzelii,(Nees) Steph.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophoziaceae,Lophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lophoziaceae Lophozia,skeiflik,skeiflik,,2689210
652,Lotus corniculatus,tiriltunge,42,Lotus corniculatus,61929,101969,Lotus corniculatus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lotus,tiriltunge,tiriltunge,,5357013
653,Lupinus polyphyllus,hagelupin,1,Lupinus polyphyllus,61942,101982,Lupinus polyphyllus,Lindl.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lupinus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lupinus,hagelupin,hagelupin,,2964355
654,Luzula arcuata,buefrytle,7,Luzula arcuata,134236,99842,Luzula arcuata,(Wahlenb.) Sw.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,buefrytle,bogefrytle,,2700785
655,Luzula campestris,markfrytle,4,Luzula campestris,134243,99843,Luzula campestris,(L.) DC.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,markfrytle,markfrytle,,2700828
656,Luzula confusa,vardefrytle,5,Luzula confusa,134247,99844,Luzula confusa,Lindeb.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,vardefrytle,vardefrytle,,2700726
657,Luzula multiflora,bakkefrytle,13,Luzula multiflora,144468,99848,Luzula multiflora,(Ehrh.) Lej.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,bakkefrytle,bakkefrytle,,2700934
658,Luzula multiflora frigida,seterfrytle,1,Luzula multiflora frigida,209263,99849,Luzula multiflora frigida,(Buchenau) V.I.Krecz.,subspecies,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula Luzula multiflora,seterfrytle,seterfrytle,,6449159
659,Luzula nivalis,snøfrytle,2,Luzula nivalis,134278,99851,Luzula nivalis,(Laest.) Spreng.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,snøfrytle,snøfrytle,,8226247
660,Luzula pilosa,hårfrytle,27,Luzula pilosa,134290,99855,Luzula pilosa,(L.) Willd.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,hårfrytle,hårfrytle,,2700736
661,Luzula spicata,aksfrytle,22,Luzula spicata,134293,99856,Luzula spicata,(L.) DC.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,aksfrytle,aksfrytle,,2700795
662,Luzula sylvatica,storfrytle,4,Luzula sylvatica,134300,99858,Luzula sylvatica,(Huds.) Gaudin,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Luzula,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Luzula,storfrytle,storfrytle,,2700859
663,Lychnis flos-cuculi,hanekam,3,Lychnis flos-cuculi,134309,101514,Lychnis flos-cuculi,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Lychnis,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Lychnis,hanekam,hanekam,,3085873
664,Lycopodium annotinum,stri kråkefot,3,Lycopodium annotinum,63814,103854,Lycopodium annotinum,L.,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Lycopodium,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Lycopodium,stri kråkefot,stri kråkefot,,2688369
665,Lycopodium clavatum,myk kråkefot,3,Lycopodium clavatum,63817,103857,Lycopodium clavatum,L.,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Lycopodium,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Lycopodium,myk kråkefot,mjuk kråkefot,,2688393
666,Lycopus europaeus,klourt,2,Lycopus europaeus,62283,102323,Lycopus europaeus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Lycopus,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Lycopus,klourt,klourt,,5341478
667,Lysimachia arvensis,nonsblom,1,Lysimachia arvensis,134344,143501,Lysimachia arvensis,(L.) U.Manns & Anderb.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,nonsblom,nonsblom,,8184903
668,Lysimachia europaea,skogstjerne,35,Lysimachia europaea,145284,143502,Lysimachia europaea,(L.) U.Manns & Anderb.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,skogstjerne,skogstjerne,,8272844
669,Lysimachia maritima,strandkryp,8,Lysimachia maritima,134353,143504,Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,strandkryp,strandkryp,,4007442
670,Lysimachia thyrsiflora,gulldusk,2,Lysimachia thyrsiflora,134355,101845,Lysimachia thyrsiflora,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,gulldusk,gulldusk,,3169358
671,Lysimachia vulgaris,fredløs,4,Lysimachia vulgaris,61806,101846,Lysimachia vulgaris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Primulaceae,Lysimachia,,,,Plantae Magnoliophyta Eudicots Ericales Primulaceae Lysimachia,fredløs,fredlaus,,3169386
672,Lythrum portula,vasskryp,1,Lythrum portula,134360,102817,Lythrum portula,(L.) D.A.Webb,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Lythraceae,Lythrum,,,,Plantae Magnoliophyta Eudicots Myrtales Lythraceae Lythrum,vasskryp,vasskryp,,3188743
673,Lythrum salicaria,kattehale,3,Lythrum salicaria,62778,102818,Lythrum salicaria,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Myrtales,Lythraceae,Lythrum,,,,Plantae Magnoliophyta Eudicots Myrtales Lythraceae Lythrum,kattehale,kattehale,,3188736
674,Maianthemum bifolium,maiblom,12,Maianthemum bifolium,134363,99554,Maianthemum bifolium,(L.) F.W.Schmidt,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Maianthemum,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Maianthemum,maiblom,maiblom,,2769317
675,Malaxis monophyllos,knottblom,1,Malaxis monophyllos,199366,158332,Malaxis monophyllos,(L.) Sw.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Malaxis,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Malaxis,knottblom,knottblom,,2808211
676,Mannia gracilis,småslørmose,1,Mannia gracilis,200574,213750,Mannia gracilis,(F. Weber) D.B. Schill & D.G. Long,species,,,Moser,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Mannia,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Aytoniaceae Mannia,småslørmose,småslørmose,,7926811
677,Marchantia quadrata,skjøtmose,9,Marchantia quadrata,199636,197528,Marchantia quadrata,Scop.,species,,,Moser,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Marchantiaceae Marchantia,skjøtmose,skøytmose,,7603659
678,Marsupella apiculata,broddåmemose,4,Marsupella apiculata,185279,197538,Marsupella apiculata,Schiffn.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,broddåmemose,broddåmemose,,2689261
679,Marsupella condensata,trinnhutremose,1,Marsupella condensata,186954,105195,Marsupella condensata,(Ångstr. ex C.Hartm.) Kaal.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,trinnhutremose,trinnhutremose,,8631168
680,Marsupella sparsifolia,døkkhutremose,2,Marsupella sparsifolia,186982,105200,Marsupella sparsifolia,(Lindb.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Gymnomitriaceae Marsupella,døkkhutremose,døkkhutremose,,4277081
681,Matteuccia struthiopteris,strutseving,2,Matteuccia struthiopteris,144572,103939,Matteuccia struthiopteris,(L.) Tod.,species,,,Karplanter,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Onocleaceae Matteuccia,strutseving,strutsveng,,2650999
682,Meesia triquetra,skruesvanemose,2,Meesia triquetra,185159,105042,Meesia triquetra,(L. ex Jolycl.) Ångstr.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Meesia,,,,Plantae Bryophyta Bryopsida Splachnales Meesiaceae Meesia,skruesvanemose,skruesvanemose,,7376166
683,Meesia uliginosa,nervesvanemose,2,Meesia uliginosa,201134,105043,Meesia uliginosa,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Meesia,,,,Plantae Bryophyta Bryopsida Splachnales Meesiaceae Meesia,nervesvanemose,nervesvanemose,,5282428
684,Melampyrum pratense,stormarimjelle,23,Melampyrum pratense,62399,102439,Melampyrum pratense,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Melampyrum,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Melampyrum,stormarimjelle,stormarimjelle,,7693914
685,Melampyrum sylvaticum,småmarimjelle,14,Melampyrum sylvaticum,160604,102440,Melampyrum sylvaticum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Melampyrum,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Melampyrum,småmarimjelle,småmarimjelle,,7331633
686,Melanelia hepatizon,svartberglav,3,Melanelia hepatizon,47893,71920,Melanelia hepatizon,(Ach.) Thell,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Melanelia,svartberglav,,,2603707
687,Melanohalea infumata,rimkrinslav,1,Melanohalea infumata,47916,71943,Melanohalea infumata,(Nyl.) O. Blanco et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanohalea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Melanohalea,rimkrinslav,,,2605316
688,Melica nutans,hengeaks,11,Melica nutans,60058,100098,Melica nutans,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Melica,,,,Plantae Magnoliophyta Monocots Poales Poaceae Melica,hengeaks,hengjeaks,,4118973
689,Melilotus albus,hvitsteinkløver,3,Melilotus albus,134430,101997,Melilotus albus,Medik.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Melilotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Melilotus,hvitsteinkløver,kvitsteinkløver,,2971095
690,Melilotus altissimus,strandsteinkløver,1,Melilotus altissimus,134433,101998,Melilotus altissimus,Thuill.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Melilotus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Melilotus,strandsteinkløver,strandsteinkløver,,2971042
691,Menegazzia terebrata,skoddelav,4,Menegazzia terebrata,47959,71986,Menegazzia terebrata,(Hoffm.) Massal.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Menegazzia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Menegazzia,skoddelav,,,2603661
692,Mentha arvensis,åkermynte,10,Mentha arvensis,144484,102330,Mentha arvensis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Mentha,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Mentha,åkermynte,åkermynte,,2927192
693,Menyanthes trifoliata,bukkeblad,6,Menyanthes trifoliata,60929,100969,Menyanthes trifoliata,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Menyanthaceae,Menyanthes,,,,Plantae Magnoliophyta Eudicots Asterales Menyanthaceae Menyanthes,bukkeblad,bukkeblad,,5341511
694,Mertensia maritima,østersurt,1,Mertensia maritima,134488,101014,Mertensia maritima,(L.) Gray,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Mertensia,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Mertensia,østersurt,østersurt,,5341246
695,Mesoptychia bantriensis,kildeflik,2,Mesoptychia bantriensis,184973,197714,Mesoptychia bantriensis,(Hook.) L. Söderstr. & Vána,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Mesoptychiaceae,Mesoptychia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Mesoptychiaceae Mesoptychia,kildeflik,kjeldeflik,,9011379
696,Metzgeria furcata,gulband,1,Metzgeria furcata,184993,105497,Metzgeria furcata,(L.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,,,Plantae Marchantiophyta Jungermanniopsida Metzgeriales Metzgeriaceae Metzgeria,gulband,gulband,,8250334
697,Metzgeria pubescens,skjerfmose,3,Metzgeria pubescens,184997,197741,Metzgeria pubescens,(Schrank) Raddi,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,,,Plantae Marchantiophyta Jungermanniopsida Metzgeriales Metzgeriaceae Metzgeria,skjerfmose,skjerfmose,,5710240
698,Micranthes nivalis,snøsildre,4,Micranthes nivalis,63600,103640,Micranthes nivalis,(L.) Small,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Micranthes,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Micranthes,snøsildre,snøsildre,,5939583
699,Micranthes stellaris,stjernesildre,14,Micranthes stellaris,63601,103641,Micranthes stellaris,"(L.) Galasso, Banfi & Soldano",species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Micranthes,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Micranthes,stjernesildre,stjernesildre,,5567578
